	_id	added	content	label	published	body	link	title	text	length
50	ge:629488490620217461	{u'$date': 1478413158354}	{u'body': u'United Nation :At least 110 people are feared to have drowned off Libya when a <b>migrant</b> boat capsized, and more may have <b>died</b> in another stricken&nbsp;...', u'link': u'https://www.google.com/url?rct=j&sa=t&url=http://www.kashmirmonitor.in/Details/111967/over-100-dead-in-new-migrant-tragedy-second-wreck-feared&ct=ga&cd=CAIyHGJhMGVjODc2N2ZlMTZjZDg6Y29tOmVuOlVTOkw&usg=AFQjCNHAbl0rDGSqDPOlDkpiYEgz28AYhA', u'title': u'Over 100 <b>dead</b> in new <b>migrant</b> tragedy, second wreck feared'}	accepted	{u'$date': 1478284109000}	United Nation :At least 110 people are feared to have drowned off Libya when a <b>migrant</b> boat capsized, and more may have <b>died</b> in another stricken&nbsp;...	https://www.google.com/url?rct=j&sa=t&url=http://www.kashmirmonitor.in/Details/111967/over-100-dead-in-new-migrant-tragedy-second-wreck-feared&ct=ga&cd=CAIyHGJhMGVjODc2N2ZlMTZjZDg6Y29tOmVuOlVTOkw&usg=AFQjCNHAbl0rDGSqDPOlDkpiYEgz28AYhA	Over 100 <b>dead</b> in new <b>migrant</b> tragedy, second wreck feared	Over 100 dead in new migrant tragedy, second wreck feared United Nation :At least 110 people are feared to have drowned off Libya when a migrant boat capsized, and more may have died in another stricken&nbsp;...	211
51	ge:13848505256151213481	{u'$date': 1478413158354}	{u'body': u'The IOM&#39;s Global <b>Migration</b> Trends Factsheet presents a snapshot of the ... <b>Dead</b> and Missing <b>Migrants</b>: The Obligations of European States under&nbsp;...', u'link': u'https://www.google.com/url?rct=j&sa=t&url=http://gmdac.iom.int/publication-search&ct=ga&cd=CAIyHGJhMGVjODc2N2ZlMTZjZDg6Y29tOmVuOlVTOkw&usg=AFQjCNE5gdOei5dKaNdQ4tlC9ZAoX1dLEA', u'title': u'Publications'}	rejected	{u'$date': 1478277525000}	The IOM&#39;s Global <b>Migration</b> Trends Factsheet presents a snapshot of the ... <b>Dead</b> and Missing <b>Migrants</b>: The Obligations of European States under&nbsp;...	https://www.google.com/url?rct=j&sa=t&url=http://gmdac.iom.int/publication-search&ct=ga&cd=CAIyHGJhMGVjODc2N2ZlMTZjZDg6Y29tOmVuOlVTOkw&usg=AFQjCNE5gdOei5dKaNdQ4tlC9ZAoX1dLEA	Publications	Publications The IOM;s Global Migration Trends Factsheet presents a snapshot of the ... Dead and Missing Migrants: The Obligations of European States under&nbsp;...	164
52	ge:13115806324734557092	{u'$date': 1478413158355}	{u'body': u'GENEVA - A total of 4,220 asylum seekers have perished in the Mediterranean so far this year, the International Organization for <b>Migration</b> (IOM)&nbsp;...', u'link': u'https://www.google.com/url?rct=j&sa=t&url=http://www.ansamed.info/ansamed/en/news/sections/generalnews/2016/11/04/med-refugee-death-toll-up-to-4200-says-iom_99143025-ee92-42e7-97cc-4156e90e7997.html&ct=ga&cd=CAIyHGJhMGVjODc2N2ZlMTZjZDg6Y29tOmVuOlVTOkw&usg=AFQjCNGu-c53PC59Tuk8ZmTaQ8bInlO0cw', u'title': u'Med refugee <b>death</b> toll up to 4200 says IOM'}	rejected	{u'$date': 1478273343000}	GENEVA - A total of 4,220 asylum seekers have perished in the Mediterranean so far this year, the International Organization for <b>Migration</b> (IOM)&nbsp;...	https://www.google.com/url?rct=j&sa=t&url=http://www.ansamed.info/ansamed/en/news/sections/generalnews/2016/11/04/med-refugee-death-toll-up-to-4200-says-iom_99143025-ee92-42e7-97cc-4156e90e7997.html&ct=ga&cd=CAIyHGJhMGVjODc2N2ZlMTZjZDg6Y29tOmVuOlVTOkw&usg=AFQjCNGu-c53PC59Tuk8ZmTaQ8bInlO0cw	Med refugee <b>death</b> toll up to 4200 says IOM	Med refugee death toll up to 4200 says IOM GENEVA - A total of 4,220 asylum seekers have perished in the Mediterranean so far this year, the International Organization for Migration (IOM)&nbsp;...	196
53	ge:8790242786512455212	{u'$date': 1478413158355}	{u'body': u'For a country of only 1.8 million people, The Gambia has a serious <b>migration</b> problem, and the <b>death</b> of the country&#39;s women&#39;s national team&nbsp;...', u'link': u'https://www.google.com/url?rct=j&sa=t&url=http://qz.com/827619/gambias-womens-national-team-goalkeeper-fatim-jawara-died-when-a-migrant-boat-sunk-in-the-mediterranean/&ct=ga&cd=CAIyHGJhMGVjODc2N2ZlMTZjZDg6Y29tOmVuOlVTOkw&usg=AFQjCNFLX6GoDLnMB-1-qu63n18_Cg7uHw', u'title': u'One of Gambia&#39;s brightest young soccer stars has drowned trying to reach Europe'}	accepted	{u'$date': 1478264248000}	For a country of only 1.8 million people, The Gambia has a serious <b>migration</b> problem, and the <b>death</b> of the country&#39;s women&#39;s national team&nbsp;...	https://www.google.com/url?rct=j&sa=t&url=http://qz.com/827619/gambias-womens-national-team-goalkeeper-fatim-jawara-died-when-a-migrant-boat-sunk-in-the-mediterranean/&ct=ga&cd=CAIyHGJhMGVjODc2N2ZlMTZjZDg6Y29tOmVuOlVTOkw&usg=AFQjCNFLX6GoDLnMB-1-qu63n18_Cg7uHw	One of Gambia&#39;s brightest young soccer stars has drowned trying to reach Europe	One of Gambia;s brightest young soccer stars has drowned trying to reach Europe For a country of only 1.8 million people, The Gambia has a serious migration problem, and the death of the country;s women;s national team&nbsp;...	227
54	ge:11742847851814827290	{u'$date': 1478413158355}	{u'body': u'... the prime minister of Slovakia Robert Fico, said that the <b>death</b> of 240 people ... Muscat said that talks focused on <b>migration</b> and Brexit, with particular&nbsp;...', u'link': u'https://www.google.com/url?rct=j&sa=t&url=http://www.maltatoday.com.mt/news/europe/71284/trio_talk_ahead_of_maltas_presidency_of_the_european_council&ct=ga&cd=CAIyHGJhMGVjODc2N2ZlMTZjZDg6Y29tOmVuOlVTOkw&usg=AFQjCNEs02i2rCG4vZeee0Q97KhRkVm1RQ', u'title': u'[WATCH] Joseph Muscat warns countries growing numb to <b>migration</b> tragedies'}	rejected	{u'$date': 1478262041000}	... the prime minister of Slovakia Robert Fico, said that the <b>death</b> of 240 people ... Muscat said that talks focused on <b>migration</b> and Brexit, with particular&nbsp;...	https://www.google.com/url?rct=j&sa=t&url=http://www.maltatoday.com.mt/news/europe/71284/trio_talk_ahead_of_maltas_presidency_of_the_european_council&ct=ga&cd=CAIyHGJhMGVjODc2N2ZlMTZjZDg6Y29tOmVuOlVTOkw&usg=AFQjCNEs02i2rCG4vZeee0Q97KhRkVm1RQ	[WATCH] Joseph Muscat warns countries growing numb to <b>migration</b> tragedies	[WATCH] Joseph Muscat warns countries growing numb to migration tragedies ... the prime minister of Slovakia Robert Fico, said that the death of 240 people ... Muscat said that talks focused on migration and Brexit, with particular&nbsp;...	240
55	ge:3492111990041961346	{u'$date': 1478413158355}	{u'body': u'The goalkeeper of the women&#39;s national soccer team in Gambia is believed to have <b>died</b> while trying to <b>migrate</b> to Italy, a member of her family said&nbsp;...', u'link': u'https://www.google.com/url?rct=j&sa=t&url=https://www.newsghana.com.gh/gambian-goalkeeper-dies-on-mediterranean-in-migration-attempt/&ct=ga&cd=CAIyHGJhMGVjODc2N2ZlMTZjZDg6Y29tOmVuOlVTOkw&usg=AFQjCNGD5ongTEHsNaCZ-n4WTE4LA9jYog', u'title': u'Gambian Goalkeeper <b>Dies</b> On Mediterranean In <b>Migration</b> Attempt'}	accepted	{u'$date': 1478257228000}	The goalkeeper of the women&#39;s national soccer team in Gambia is believed to have <b>died</b> while trying to <b>migrate</b> to Italy, a member of her family said&nbsp;...	https://www.google.com/url?rct=j&sa=t&url=https://www.newsghana.com.gh/gambian-goalkeeper-dies-on-mediterranean-in-migration-attempt/&ct=ga&cd=CAIyHGJhMGVjODc2N2ZlMTZjZDg6Y29tOmVuOlVTOkw&usg=AFQjCNGD5ongTEHsNaCZ-n4WTE4LA9jYog	Gambian Goalkeeper <b>Dies</b> On Mediterranean In <b>Migration</b> Attempt	Gambian Goalkeeper Dies On Mediterranean In Migration Attempt The goalkeeper of the women;s national soccer team in Gambia is believed to have died while trying to migrate to Italy, a member of her family said&nbsp;...	218
56	ge:2337513730082359827	{u'$date': 1478413158356}	{u'body': u'GENEVA: At least 239 <b>migrants</b>, believed to be from West Africa, have <b>died</b> in two shipwrecks off Libya, a spokesman for the United Nations <b>migration</b>&nbsp;...', u'link': u'https://www.google.com/url?rct=j&sa=t&url=http://www.newsbox12.com/un-239-migrants-died-in-two-shipwrecks-off-libya/&ct=ga&cd=CAIyHGJhMGVjODc2N2ZlMTZjZDg6Y29tOmVuOlVTOkw&usg=AFQjCNEE10djXlsz89DET1zrd1r5GTfKBg', u'title': u'UN: 239 <b>migrants died</b> in two shipwrecks off Libya'}	accepted	{u'$date': 1478248496000}	GENEVA: At least 239 <b>migrants</b>, believed to be from West Africa, have <b>died</b> in two shipwrecks off Libya, a spokesman for the United Nations <b>migration</b>&nbsp;...	https://www.google.com/url?rct=j&sa=t&url=http://www.newsbox12.com/un-239-migrants-died-in-two-shipwrecks-off-libya/&ct=ga&cd=CAIyHGJhMGVjODc2N2ZlMTZjZDg6Y29tOmVuOlVTOkw&usg=AFQjCNEE10djXlsz89DET1zrd1r5GTfKBg	UN: 239 <b>migrants died</b> in two shipwrecks off Libya	UN: 239 migrants died in two shipwrecks off Libya GENEVA: At least 239 migrants, believed to be from West Africa, have died in two shipwrecks off Libya, a spokesman for the United Nations migration&nbsp;...	206
57	ge:17648881660964741829	{u'$date': 1478413158356}	{u'body': u'At least 239 <b>migrants</b> believed drowned in Mediterranean, says UN UN: Survivors report 240 <b>dead</b> in 2 Mediterranean shipwrecks 239 Immigrants&nbsp;...', u'link': u'https://www.google.com/url?rct=j&sa=t&url=http://www.newsjs.com/in/110-feared-dead-in-shipwreck-off-libya/d8Zgy5wDYdGe3QMLaCuonvPAQz5QM/&ct=ga&cd=CAIyHGJhMGVjODc2N2ZlMTZjZDg6Y29tOmVuOlVTOkw&usg=AFQjCNGC0bO8_JbmtRpf3O6Y2pTT6mSvrg', u'title': u'Hundreds of <b>migrants</b> feared <b>dead</b> off Libya coast'}	accepted	{u'$date': 1478244960000}	At least 239 <b>migrants</b> believed drowned in Mediterranean, says UN UN: Survivors report 240 <b>dead</b> in 2 Mediterranean shipwrecks 239 Immigrants&nbsp;...	https://www.google.com/url?rct=j&sa=t&url=http://www.newsjs.com/in/110-feared-dead-in-shipwreck-off-libya/d8Zgy5wDYdGe3QMLaCuonvPAQz5QM/&ct=ga&cd=CAIyHGJhMGVjODc2N2ZlMTZjZDg6Y29tOmVuOlVTOkw&usg=AFQjCNGC0bO8_JbmtRpf3O6Y2pTT6mSvrg	Hundreds of <b>migrants</b> feared <b>dead</b> off Libya coast	Hundreds of migrants feared dead off Libya coast At least 239 migrants believed drowned in Mediterranean, says UN UN: Survivors report 240 dead in 2 Mediterranean shipwrecks 239 Immigrants&nbsp;...	197
58	ge:18170924482254191878	{u'$date': 1478413158362}	{u'body': u'More than 240 <b>migrants drown</b> when two overcrowded rubber dinghies capsize in the Mediterranean. Both of the overcrowded rubber dinghies&nbsp;...', u'link': u'https://www.google.com/url?rct=j&sa=t&url=http://ah8888.com.cn/comment/html/index.php%3Fpage%3D1%26id%3D65632&ct=ga&cd=CAIyHDZkZmQ0M2ZhNDFkMzNlODA6Y29tOmVuOlVTOkw&usg=AFQjCNGV-K3NOOamougIf7XaZJfuqVhIlQ', u'title': u'客户点评-More Than 240 <b>Migrants Drown</b> When Two Overcrowded Rubber Dinghies Capsize In-巨 ...'}	accepted	{u'$date': 1478392446000}	More than 240 <b>migrants drown</b> when two overcrowded rubber dinghies capsize in the Mediterranean. Both of the overcrowded rubber dinghies&nbsp;...	https://www.google.com/url?rct=j&sa=t&url=http://ah8888.com.cn/comment/html/index.php%3Fpage%3D1%26id%3D65632&ct=ga&cd=CAIyHDZkZmQ0M2ZhNDFkMzNlODA6Y29tOmVuOlVTOkw&usg=AFQjCNGV-K3NOOamougIf7XaZJfuqVhIlQ	客户点评-More Than 240 <b>Migrants Drown</b> When Two Overcrowded Rubber Dinghies Capsize In-巨 ...	客户点评-More Than 240 Migrants Drown When Two Overcrowded Rubber Dinghies Capsize In-巨 ... More than 240 migrants drown when two overcrowded rubber dinghies capsize in the Mediterranean. Both of the overcrowded rubber dinghies&nbsp;...	232
59	ge:4009447151883199332	{u'$date': 1478413158362}	{u'body': u'More Than 200 <b>Migrants Drown</b> Off Libya Trying to Reach Europe. The Mediterranean crossing has been increasingly deadly this year, even as fewer&nbsp;...', u'link': u'https://www.google.com/url?rct=j&sa=t&url=http://rorotv.top/212257&ct=ga&cd=CAIyHDZkZmQ0M2ZhNDFkMzNlODA6Y29tOmVuOlVTOkw&usg=AFQjCNGBmB8nmHE1Gq7T0dcBmtWGv_JfnQ', u'title': u'Than 200 <b>Migrants Drown</b> Off Libya Trying To Reach Europe.'}	accepted	{u'$date': 1478380010000}	More Than 200 <b>Migrants Drown</b> Off Libya Trying to Reach Europe. The Mediterranean crossing has been increasingly deadly this year, even as fewer&nbsp;...	https://www.google.com/url?rct=j&sa=t&url=http://rorotv.top/212257&ct=ga&cd=CAIyHDZkZmQ0M2ZhNDFkMzNlODA6Y29tOmVuOlVTOkw&usg=AFQjCNGBmB8nmHE1Gq7T0dcBmtWGv_JfnQ	Than 200 <b>Migrants Drown</b> Off Libya Trying To Reach Europe.	Than 200 Migrants Drown Off Libya Trying To Reach Europe. More Than 200 Migrants Drown Off Libya Trying to Reach Europe. The Mediterranean crossing has been increasingly deadly this year, even as fewer&nbsp;...	210
60	ge:7425077857466983218	{u'$date': 1478413158372}	{u'body': u'<b>Migrants</b> aboard a dingy boat AFP PHOTO / STRINGER. At least 240 <b>migrants</b> have <b>drowned</b> off the coast of Libya within the last 48 hours, the UN&#39;s&nbsp;...', u'link': u'https://www.google.com/url?rct=j&sa=t&url=http://www.hitloaded.com/2016/11/240-migrants-drowned-off-libya-in-48.html&ct=ga&cd=CAIyHDZkZmQ0M2ZhNDFkMzNlODA6Y29tOmVuOlVTOkw&usg=AFQjCNFX2rUi7tPbEs2vmgt9ZuCnqP7U7g', u'title': u'240 <b>migrants drowned</b> off Libya in 48 hours – UN'}	accepted	{u'$date': 1478373819000}	<b>Migrants</b> aboard a dingy boat AFP PHOTO / STRINGER. At least 240 <b>migrants</b> have <b>drowned</b> off the coast of Libya within the last 48 hours, the UN&#39;s&nbsp;...	https://www.google.com/url?rct=j&sa=t&url=http://www.hitloaded.com/2016/11/240-migrants-drowned-off-libya-in-48.html&ct=ga&cd=CAIyHDZkZmQ0M2ZhNDFkMzNlODA6Y29tOmVuOlVTOkw&usg=AFQjCNFX2rUi7tPbEs2vmgt9ZuCnqP7U7g	240 <b>migrants drowned</b> off Libya in 48 hours – UN	240 migrants drowned off Libya in 48 hours – UN Migrants aboard a dingy boat AFP PHOTO / STRINGER. At least 240 migrants have drowned off the coast of Libya within the last 48 hours, the UN;s&nbsp;...	200
61	ge:14618805242861778309	{u'$date': 1478413158372}	{u'body': u'GENEVA (Reuters) - At least 240 <b>migrants</b> have <b>drowned</b> off the coast of Libya within the last 48 hours, possibly as an unintended consequence of&nbsp;...', u'link': u'https://www.google.com/url?rct=j&sa=t&url=http://dailyglobewatch.com/index.php%3Furl%3D%25202016/11/breaking-u-n-says-240-migrants-drowned-off-libya-in-48-hours.html&ct=ga&cd=CAIyHDZkZmQ0M2ZhNDFkMzNlODA6Y29tOmVuOlVTOkw&usg=AFQjCNFyEIm-eX3DmgyURvrtrLxyFYym3g', u'title': u'Breaking: UN says 240 <b>migrants drowned</b> off Libya in 48 hours'}	accepted	{u'$date': 1478369741000}	GENEVA (Reuters) - At least 240 <b>migrants</b> have <b>drowned</b> off the coast of Libya within the last 48 hours, possibly as an unintended consequence of&nbsp;...	https://www.google.com/url?rct=j&sa=t&url=http://dailyglobewatch.com/index.php%3Furl%3D%25202016/11/breaking-u-n-says-240-migrants-drowned-off-libya-in-48-hours.html&ct=ga&cd=CAIyHDZkZmQ0M2ZhNDFkMzNlODA6Y29tOmVuOlVTOkw&usg=AFQjCNFyEIm-eX3DmgyURvrtrLxyFYym3g	Breaking: UN says 240 <b>migrants drowned</b> off Libya in 48 hours	Breaking: UN says 240 migrants drowned off Libya in 48 hours GENEVA (Reuters) - At least 240 migrants have drowned off the coast of Libya within the last 48 hours, possibly as an unintended consequence of&nbsp;...	213
62	ge:7975717274402448517	{u'$date': 1478413158373}	{u'body': u'Over 240 <b>migrants drown</b> in two shipwrecks in the Mediterranean (Photos). Showing 1-1 of 1 messages. Over 240 <b>migrants drown</b> in two shipwrecks in&nbsp;...', u'link': u'https://www.google.com/url?rct=j&sa=t&url=https://groups.google.com/d/topic/usaafricadialogue/7XqNJfMASNE&ct=ga&cd=CAIyHDZkZmQ0M2ZhNDFkMzNlODA6Y29tOmVuOlVTOkw&usg=AFQjCNETJk9NCbQaEhJjlPPvV0e5SNu0OA', u'title': u'Over 240 <b>migrants drown</b> in two shipwrecks in the Mediterranean'}	accepted	{u'$date': 1478368765000}	Over 240 <b>migrants drown</b> in two shipwrecks in the Mediterranean (Photos). Showing 1-1 of 1 messages. Over 240 <b>migrants drown</b> in two shipwrecks in&nbsp;...	https://www.google.com/url?rct=j&sa=t&url=https://groups.google.com/d/topic/usaafricadialogue/7XqNJfMASNE&ct=ga&cd=CAIyHDZkZmQ0M2ZhNDFkMzNlODA6Y29tOmVuOlVTOkw&usg=AFQjCNETJk9NCbQaEhJjlPPvV0e5SNu0OA	Over 240 <b>migrants drown</b> in two shipwrecks in the Mediterranean	Over 240 migrants drown in two shipwrecks in the Mediterranean Over 240 migrants drown in two shipwrecks in the Mediterranean (Photos). Showing 1-1 of 1 messages. Over 240 migrants drown in two shipwrecks in&nbsp;...	216
63	ge:13818878426930372800	{u'$date': 1478413158373}	{u'body': u'Subject: ||NaijaObserver|| Over 240 <b>migrants drown</b> in two shipwrecks in the Mediterranean (Photos) To: abujaNig@yahoogroups.com,&nbsp;...', u'link': u'https://www.google.com/url?rct=j&sa=t&url=http://dialogueseriesnew.blogspot.com/2016/11/usa-africa-dialogue-series-over-240.html&ct=ga&cd=CAIyHDZkZmQ0M2ZhNDFkMzNlODA6Y29tOmVuOlVTOkw&usg=AFQjCNGpZC6io5L6Y2-G7e1apM-ZtNy0UA', u'title': u'Over 240 <b>migrants drown</b> in two shipwrecks in the Mediterranean'}	accepted	{u'$date': 1478364272000}	Subject: ||NaijaObserver|| Over 240 <b>migrants drown</b> in two shipwrecks in the Mediterranean (Photos) To: abujaNig@yahoogroups.com,&nbsp;...	https://www.google.com/url?rct=j&sa=t&url=http://dialogueseriesnew.blogspot.com/2016/11/usa-africa-dialogue-series-over-240.html&ct=ga&cd=CAIyHDZkZmQ0M2ZhNDFkMzNlODA6Y29tOmVuOlVTOkw&usg=AFQjCNGpZC6io5L6Y2-G7e1apM-ZtNy0UA	Over 240 <b>migrants drown</b> in two shipwrecks in the Mediterranean	Over 240 migrants drown in two shipwrecks in the Mediterranean Subject: ||NaijaObserver|| Over 240 migrants drown in two shipwrecks in the Mediterranean (Photos) To: abujaNig@yahoogroups.com,&nbsp;...	200
64	ge:6666454740925684698	{u'$date': 1478413158373}	{u'body': u'239 <b>Migrants Drown</b> in Mediterranean off Libya Coast. -TIME. Andreas Solaro—AFP/Getty Images Members of Maltese NGO MOAS help people to&nbsp;...', u'link': u'https://www.google.com/url?rct=j&sa=t&url=http://www.ooyuz.com/geturl%3Faid%3D13816808&ct=ga&cd=CAIyHDZkZmQ0M2ZhNDFkMzNlODA6Y29tOmVuOlVTOkw&usg=AFQjCNGViBnexORfxVnYGbL0P5NT4yj7Aw', u'title': u'Italian coastguard rescues 130 <b>migrants</b> in Mediterranean'}	accepted	{u'$date': 1478353185000}	239 <b>Migrants Drown</b> in Mediterranean off Libya Coast. -TIME. Andreas Solaro—AFP/Getty Images Members of Maltese NGO MOAS help people to&nbsp;...	https://www.google.com/url?rct=j&sa=t&url=http://www.ooyuz.com/geturl%3Faid%3D13816808&ct=ga&cd=CAIyHDZkZmQ0M2ZhNDFkMzNlODA6Y29tOmVuOlVTOkw&usg=AFQjCNGViBnexORfxVnYGbL0P5NT4yj7Aw	Italian coastguard rescues 130 <b>migrants</b> in Mediterranean	Italian coastguard rescues 130 migrants in Mediterranean 239 Migrants Drown in Mediterranean off Libya Coast. -TIME. Andreas Solaro—AFP/Getty Images Members of Maltese NGO MOAS help people to&nbsp;...	200
65	ge:7519203681605146899	{u'$date': 1478413158373}	{u'body': u'240 <b>Migrants Drown</b> in 2 Shipwrecks Off Libya Coast | TV5 News. 1 day ago Daily News 4 Views. Share. Facebook &middot; Twitter &middot; Google + &middot; LinkedIn&nbsp;...', u'link': u'https://www.google.com/url?rct=j&sa=t&url=http://newstelugu.in/2016/11/04/240-migrants-drown-in-2-shipwrecks-off-libya-coast-tv5-news/&ct=ga&cd=CAIyHDZkZmQ0M2ZhNDFkMzNlODA6Y29tOmVuOlVTOkw&usg=AFQjCNFHFLVABuIUGJ9LOnFBno3ss0iIwg', u'title': u'240 <b>Migrants Drown</b> in 2 Shipwrecks Off Libya Coast | TV5 News'}	accepted	{u'$date': 1478348300000}	240 <b>Migrants Drown</b> in 2 Shipwrecks Off Libya Coast | TV5 News. 1 day ago Daily News 4 Views. Share. Facebook &middot; Twitter &middot; Google + &middot; LinkedIn&nbsp;...	https://www.google.com/url?rct=j&sa=t&url=http://newstelugu.in/2016/11/04/240-migrants-drown-in-2-shipwrecks-off-libya-coast-tv5-news/&ct=ga&cd=CAIyHDZkZmQ0M2ZhNDFkMzNlODA6Y29tOmVuOlVTOkw&usg=AFQjCNFHFLVABuIUGJ9LOnFBno3ss0iIwg	240 <b>Migrants Drown</b> in 2 Shipwrecks Off Libya Coast | TV5 News	240 Migrants Drown in 2 Shipwrecks Off Libya Coast | TV5 News 240 Migrants Drown in 2 Shipwrecks Off Libya Coast | TV5 News. 1 day ago Daily News 4 Views. Share. Facebook &middot; Twitter &middot; Google + &middot; LinkedIn&nbsp;...	232
66	ge:11554151592727587662	{u'$date': 1478413158373}	{u'body': u'140 <b>migrants</b> are reported to have been <b>drowned</b> after they were forced to sail from Libya at a gun point as others died in a shipwreck, the lucky who&nbsp;...', u'link': u'https://www.google.com/url?rct=j&sa=t&url=http://hugeclan.com/over-200-migrants-drown-off-libyan-coast-in-the-mediterranean-sea/&ct=ga&cd=CAIyHDZkZmQ0M2ZhNDFkMzNlODA6Y29tOmVuOlVTOkw&usg=AFQjCNGNz2QgEtZYbDvNQzHF-4vS0CeGEg', u'title': u'Over 200 <b>Migrants Drown</b> Off Libyan Coast in the Mediterranean Sea'}	accepted	{u'$date': 1478347293000}	140 <b>migrants</b> are reported to have been <b>drowned</b> after they were forced to sail from Libya at a gun point as others died in a shipwreck, the lucky who&nbsp;...	https://www.google.com/url?rct=j&sa=t&url=http://hugeclan.com/over-200-migrants-drown-off-libyan-coast-in-the-mediterranean-sea/&ct=ga&cd=CAIyHDZkZmQ0M2ZhNDFkMzNlODA6Y29tOmVuOlVTOkw&usg=AFQjCNGNz2QgEtZYbDvNQzHF-4vS0CeGEg	Over 200 <b>Migrants Drown</b> Off Libyan Coast in the Mediterranean Sea	Over 200 Migrants Drown Off Libyan Coast in the Mediterranean Sea 140 migrants are reported to have been drowned after they were forced to sail from Libya at a gun point as others died in a shipwreck, the lucky who&nbsp;...	223
67	ge:1386216543768749385	{u'$date': 1478413158373}	{u'body': u'At least 240 <b>migrants</b> have <b>drowned</b> off the coast of Libya within the last 48 hours, possibly as an unintended consequence of European efforts to stop&nbsp;...', u'link': u'https://www.google.com/url?rct=j&sa=t&url=http://www.dhakatribune.com/world/2016/11/05/tragedy-mediterranean-migrants-forced-sail-gunpoint/&ct=ga&cd=CAIyHDZkZmQ0M2ZhNDFkMzNlODA6Y29tOmVuOlVTOkw&usg=AFQjCNFQ8iiRYWJLkw4GvWmoB7SrgTHsHg', u'title': u'Tragedy on Mediterranean: <b>Migrants</b> forced to sail at gunpoint'}	accepted	{u'$date': 1478341200000}	At least 240 <b>migrants</b> have <b>drowned</b> off the coast of Libya within the last 48 hours, possibly as an unintended consequence of European efforts to stop&nbsp;...	https://www.google.com/url?rct=j&sa=t&url=http://www.dhakatribune.com/world/2016/11/05/tragedy-mediterranean-migrants-forced-sail-gunpoint/&ct=ga&cd=CAIyHDZkZmQ0M2ZhNDFkMzNlODA6Y29tOmVuOlVTOkw&usg=AFQjCNFQ8iiRYWJLkw4GvWmoB7SrgTHsHg	Tragedy on Mediterranean: <b>Migrants</b> forced to sail at gunpoint	Tragedy on Mediterranean: Migrants forced to sail at gunpoint At least 240 migrants have drowned off the coast of Libya within the last 48 hours, possibly as an unintended consequence of European efforts to stop&nbsp;...	220
68	ge:14263460426396938764	{u'$date': 1478413158374}	{u'body': u'N. reports 240 <b>migrants drowned</b> near Libya as Italy faces accusations of abuseYahoo News DigestAt least 240 migrants have drowned off the coast&nbsp;...', u'link': u'https://www.google.com/url?rct=j&sa=t&url=http://www.newsjs.com/my/over-200-migrants-feared-dead/dkuCSVmwc-O-UxMeiFPBGCnfIMpgM/&ct=ga&cd=CAIyHDZkZmQ0M2ZhNDFkMzNlODA6Y29tOmVuOlVTOkw&usg=AFQjCNEQvODQS4H60R38G7sIl_eRXvBECQ', u'title': u'Over 200 <b>migrants</b> feared dead - The Borneo Post'}	accepted	{u'$date': 1478323722000}	N. reports 240 <b>migrants drowned</b> near Libya as Italy faces accusations of abuseYahoo News DigestAt least 240 migrants have drowned off the coast&nbsp;...	https://www.google.com/url?rct=j&sa=t&url=http://www.newsjs.com/my/over-200-migrants-feared-dead/dkuCSVmwc-O-UxMeiFPBGCnfIMpgM/&ct=ga&cd=CAIyHDZkZmQ0M2ZhNDFkMzNlODA6Y29tOmVuOlVTOkw&usg=AFQjCNEQvODQS4H60R38G7sIl_eRXvBECQ	Over 200 <b>migrants</b> feared dead - The Borneo Post	Over 200 migrants feared dead - The Borneo Post N. reports 240 migrants drowned near Libya as Italy faces accusations of abuseYahoo News DigestAt least 240 migrants have drowned off the coast&nbsp;...	200
69	ge:12993021315259240772	{u'$date': 1478439464021}	{u'body': u'Neuseeland macht <b>die</b> Tür weiter zu - Einwanderung für Skilled <b>Migrants</b> wird erschwert Hier der Link zum...', u'link': u'https://www.google.com/url?rct=j&sa=t&url=https://www.neuseeland-haus.de/neuseeland-forum/forum/beitraege/einwanderung-fuer-skilled-migrants-wird-erschwert/&ct=ga&cd=CAIyHDYxOGExNDI0YmE1ODMzNDU6Y29tOmVuOlVTOkw&usg=AFQjCNGvuYAdUNnTpG10waFll3RCl0VdTA', u'title': u'Einwanderung für Skilled <b>Migrants</b> wird erschwert'}	rejected	{u'$date': 1478421041000}	Neuseeland macht <b>die</b> Tür weiter zu - Einwanderung für Skilled <b>Migrants</b> wird erschwert Hier der Link zum...	https://www.google.com/url?rct=j&sa=t&url=https://www.neuseeland-haus.de/neuseeland-forum/forum/beitraege/einwanderung-fuer-skilled-migrants-wird-erschwert/&ct=ga&cd=CAIyHDYxOGExNDI0YmE1ODMzNDU6Y29tOmVuOlVTOkw&usg=AFQjCNGvuYAdUNnTpG10waFll3RCl0VdTA	Einwanderung für Skilled <b>Migrants</b> wird erschwert	Einwanderung für Skilled Migrants wird erschwert Neuseeland macht die Tür weiter zu - Einwanderung für Skilled Migrants wird erschwert Hier der Link zum...	155
